age,annual_income,monthly_income_reported,employment_years,credit_score,loan_amount,debt_to_income,num_late_payments,num_credit_cards,has_cosigner,random_noise,defaulted
49.0,136219.0,11345.0,24.0,702.0,19004.0,0.22,1,3,0,0.467,0
25.0,69768.0,6050.0,4.4,541.0,51582.0,0.239,4,5,0,0.615,1
47.0,75260.0,6426.0,4.6,629.0,5889.0,0.286,5,3,0,-0.621,0
36.0,51560.0,4319.0,11.1,514.0,16063.0,0.295,4,3,0,-0.275,0
51.0,23865.0,1993.0,24.8,625.0,10693.0,0.19,1,4,0,-1.541,0
46.0,74512.0,6246.0,5.9,619.0,35568.0,0.325,2,3,0,-0.656,0
58.0,42649.0,3589.0,1.6,682.0,20759.0,0.324,0,8,0,1.315,1
46.0,70253.0,5806.0,4.6,607.0,41298.0,0.289,1,2,0,-0.985,0
21.0,49843.0,4083.0,0.7,622.0,7289.0,0.231,2,1,0,1.17,0
37.0,61219.0,5207.0,12.0,757.0,36089.0,0.367,2,2,0,-1.128,0
25.0,38806.0,3235.0,4.6,807.0,27830.0,0.432,0,1,0,0.699,0
32.0,81151.0,6891.0,3.9,597.0,5911.0,0.255,1,2,0,0.235,0
55.0,32219.0,2773.0,21.5,742.0,2476.0,0.237,0,3,0,1.657,0
45.0,151085.0,12721.0,0.7,687.0,119891.0,0.347,0,1,0,-2.437,0
30.0,150567.0,12637.0,9.6,543.0,42755.0,0.183,4,4,0,-0.801,0
27.0,114669.0,10167.0,3.8,607.0,44870.0,0.172,0,3,0,1.665,0
38.0,97641.0,8170.0,13.7,455.0,27588.0,0.235,4,0,0,0.098,1
25.0,52947.0,4316.0,1.3,683.0,24745.0,0.331,0,5,0,0.544,0
31.0,92970.0,7704.0,0.9,585.0,54258.0,0.212,1,2,0,-0.847,0
41.0,52670.0,4525.0,1.3,670.0,32654.0,0.298,0,1,0,-1.078,1
51.0,27337.0,2219.0,25.0,850.0,8653.0,0.099,0,2,0,1.203,0
45.0,108178.0,8879.0,3.8,773.0,26550.0,0.362,0,1,1,-0.06,0
21.0,91405.0,7786.0,0.8,607.0,42044.0,0.444,3,2,0,3.244,1
41.0,54230.0,4495.0,5.7,592.0,18340.0,0.209,2,1,1,0.148,0
39.0,31690.0,2635.0,10.2,756.0,16371.0,0.344,0,3,0,0.781,1
43.0,42247.0,3596.0,5.9,593.0,21490.0,0.279,2,0,0,1.055,1
56.0,24235.0,1991.0,1.8,730.0,17470.0,0.311,0,0,0,0.493,0
21.0,84152.0,6807.0,0.5,850.0,4451.0,0.275,0,4,1,0.812,0
31.0,26732.0,2166.0,4.2,709.0,3378.0,0.27,1,3,0,1.319,0
44.0,62578.0,5275.0,10.7,748.0,40054.0,0.217,0,3,0,-0.032,0
21.0,37625.0,3152.0,0.6,735.0,18349.0,0.191,0,3,0,-0.567,0
54.0,28943.0,2378.0,10.7,626.0,2804.0,0.41,1,2,1,0.984,0
42.0,61227.0,4984.0,12.4,687.0,46344.0,0.132,1,0,0,1.627,1
47.0,47329.0,3923.0,18.0,602.0,25454.0,0.298,3,4,1,-0.714,0
32.0,80200.0,6833.0,1.0,751.0,33242.0,0.294,0,2,0,1.694,0
47.0,31091.0,2548.0,9.4,589.0,19733.0,0.295,0,2,0,-1.154,0
50.0,39116.0,3216.0,2.7,710.0,19441.0,0.366,0,0,0,0.056,0
41.0,18782.0,1528.0,0.1,739.0,6198.0,0.263,0,2,1,-1.526,0
41.0,20581.0,1702.0,1.1,626.0,5608.0,0.365,1,2,0,-1.853,0
41.0,123534.0,10364.0,12.4,616.0,48187.0,0.499,1,5,0,-0.228,0
29.0,140464.0,12201.0,0.7,648.0,57090.0,0.285,2,2,0,0.499,0
36.0,57344.0,4799.0,14.2,605.0,33490.0,0.097,3,0,0,-0.11,1
36.0,37963.0,3160.0,12.4,677.0,15366.0,0.286,1,1,0,1.872,0
42.0,48088.0,4076.0,0.2,596.0,3066.0,0.276,1,3,0,-1.215,0
49.0,81487.0,6885.0,16.6,609.0,45917.0,0.34,1,3,0,-0.003,1
26.0,43635.0,3594.0,0.1,698.0,4460.0,0.101,1,6,0,-0.727,0
37.0,61207.0,5335.0,1.8,704.0,41912.0,0.332,1,4,1,-0.43,0
54.0,54685.0,4555.0,33.9,656.0,31783.0,0.258,0,1,0,-0.644,0
30.0,42579.0,3565.0,4.5,547.0,21221.0,0.38,1,0,0,-0.417,1
29.0,43404.0,3657.0,0.2,742.0,16954.0,0.248,0,2,0,-0.149,0
40.0,62761.0,5266.0,17.2,637.0,11239.0,0.387,2,2,0,-1.271,1
47.0,35436.0,3043.0,25.0,817.0,19180.0,0.149,1,2,0,1.031,0
38.0,67398.0,5550.0,9.9,656.0,8905.0,0.302,1,0,0,1.215,0
53.0,44484.0,3765.0,23.0,681.0,22394.0,0.203,1,5,1,0.128,0
47.0,58244.0,4870.0,21.4,640.0,10921.0,0.251,2,3,0,-0.191,0
47.0,102526.0,8712.0,20.0,687.0,51022.0,0.572,2,4,0,-0.276,1
44.0,50991.0,4231.0,11.9,850.0,8330.0,0.205,0,0,0,0.953,0
64.0,83200.0,6885.0,36.3,654.0,10056.0,0.263,0,1,0,-1.013,0
36.0,24555.0,2076.0,8.3,753.0,9899.0,0.186,0,2,0,0.549,0
21.0,44508.0,3736.0,0.3,666.0,25918.0,0.269,0,1,0,-0.374,0
56.0,55690.0,4565.0,0.1,742.0,12744.0,0.285,1,4,0,-0.452,0
33.0,130691.0,11184.0,4.6,527.0,55319.0,0.227,5,3,0,-0.132,1
39.0,22768.0,1925.0,1.6,797.0,14780.0,0.458,0,2,0,0.152,0
52.0,52670.0,4383.0,2.1,685.0,24337.0,0.416,1,5,0,-1.438,0
21.0,105937.0,8745.0,0.5,641.0,52740.0,0.205,0,3,0,-0.957,0
24.0,38632.0,3243.0,4.0,725.0,8310.0,0.382,1,1,1,-0.63,0
21.0,49977.0,4220.0,0.1,670.0,7165.0,0.252,0,1,0,0.27,0
29.0,63855.0,5152.0,2.5,581.0,10331.0,0.177,1,3,0,-1.837,0
43.0,59762.0,5018.0,19.0,500.0,46590.0,0.228,1,2,0,0.918,0
44.0,111267.0,9393.0,9.5,793.0,12792.0,0.174,0,2,0,1.536,0
41.0,67299.0,5344.0,16.0,652.0,11012.0,0.394,1,5,0,-0.817,0
22.0,99966.0,8363.0,1.3,618.0,20420.0,0.212,3,4,1,0.006,0
21.0,46774.0,3952.0,0.6,623.0,29980.0,0.429,1,1,0,0.99,0
39.0,39413.0,3323.0,3.0,764.0,13734.0,0.314,1,4,0,-0.091,0
33.0,49688.0,4207.0,4.5,628.0,31958.0,0.26,0,2,1,-0.3,0
43.0,32646.0,2703.0,14.3,712.0,11890.0,0.25,0,3,1,0.893,0
46.0,68369.0,5579.0,0.7,637.0,44170.0,0.475,1,3,0,1.241,0
40.0,46233.0,3714.0,3.7,574.0,33362.0,0.301,0,4,0,-0.564,1
46.0,40651.0,3462.0,10.2,728.0,15670.0,0.25,0,1,1,-0.608,0
41.0,68836.0,5817.0,13.8,744.0,54365.0,0.385,1,0,0,0.462,1
44.0,32873.0,2803.0,12.1,619.0,24645.0,0.359,3,8,1,-0.635,0
30.0,77794.0,6389.0,7.4,661.0,4786.0,0.201,2,2,0,-1.021,0
36.0,44349.0,3755.0,11.6,673.0,20982.0,0.301,3,1,1,-0.598,0
40.0,92659.0,7490.0,0.6,691.0,50299.0,0.119,0,2,0,-1.016,0
47.0,46090.0,3774.0,24.4,810.0,31451.0,0.297,0,3,0,-1.3,0
34.0,73090.0,6106.0,11.3,643.0,40566.0,0.331,1,2,0,1.602,0
44.0,59629.0,5035.0,6.4,640.0,33761.0,0.345,1,3,0,-1.308,0
35.0,76868.0,6621.0,7.3,651.0,20542.0,0.2,1,2,1,0.047,0
37.0,57790.0,4793.0,5.1,597.0,38454.0,0.226,4,1,0,-1.874,0
47.0,26018.0,2131.0,24.6,552.0,2536.0,0.325,2,2,0,1.576,1
21.0,86599.0,7084.0,0.4,670.0,47027.0,0.425,2,4,0,0.054,0
24.0,52872.0,4345.0,1.5,698.0,10655.0,0.309,1,1,1,1.504,0
22.0,78462.0,6829.0,1.5,661.0,48975.0,0.244,0,2,0,-0.801,0
21.0,75034.0,6348.0,0.6,656.0,48223.0,0.397,1,2,0,2.392,1
31.0,38836.0,3308.0,1.5,598.0,7033.0,0.313,2,1,1,-1.173,0
46.0,36440.0,3022.0,16.4,686.0,23510.0,0.318,0,0,0,0.556,0
35.0,73865.0,6155.0,11.8,678.0,50090.0,0.38,1,0,0,-2.464,0
40.0,47984.0,4055.0,6.8,697.0,4308.0,0.29,2,1,1,-0.461,0
50.0,83825.0,6915.0,15.8,691.0,31225.0,0.207,1,2,0,-0.07,0
53.0,50762.0,4205.0,20.4,698.0,9874.0,0.285,0,4,0,0.001,0
37.0,87171.0,7166.0,8.8,757.0,12623.0,0.411,0,0,1,-0.487,0
53.0,66541.0,5495.0,32.9,716.0,43429.0,0.489,0,3,0,0.406,0
39.0,62610.0,5223.0,9.6,698.0,16897.0,0.178,0,3,0,-0.525,0
29.0,46480.0,3810.0,5.7,541.0,24774.0,0.464,5,3,0,1.446,1
31.0,61064.0,5118.0,9.1,738.0,3222.0,0.263,0,1,0,0.476,0
22.0,94077.0,7884.0,0.2,639.0,10310.0,0.302,0,5,0,-1.335,0
28.0,53674.0,4457.0,0.4,666.0,27249.0,0.47,0,5,0,0.402,0
34.0,69851.0,5725.0,13.7,578.0,22890.0,0.259,3,2,0,-0.058,1
47.0,56159.0,4690.0,19.7,816.0,39861.0,0.273,1,3,0,-2.32,1
57.0,58172.0,4799.0,14.5,494.0,6497.0,0.236,2,2,1,1.52,0
23.0,119446.0,9963.0,0.0,764.0,61852.0,0.304,0,5,0,-1.017,0
42.0,94454.0,8044.0,3.7,692.0,54515.0,0.331,0,2,1,0.111,0
27.0,57001.0,4631.0,0.1,527.0,28980.0,0.231,1,3,0,0.383,1
43.0,60572.0,5267.0,9.2,807.0,33953.0,0.445,0,3,0,0.017,0
37.0,40105.0,3337.0,9.2,701.0,9505.0,0.225,1,1,0,0.783,0
21.0,50881.0,4275.0,0.2,495.0,31820.0,0.35,5,3,1,0.87,1
48.0,63216.0,5189.0,18.1,639.0,29458.0,0.303,0,1,0,0.189,0
31.0,80649.0,6874.0,10.8,703.0,51699.0,0.424,1,3,0,-0.956,0
32.0,77052.0,6405.0,12.0,786.0,10889.0,0.22,1,1,0,0.101,0
26.0,33387.0,2760.0,5.2,634.0,4850.0,0.357,0,3,0,1.174,0
31.0,85368.0,7032.0,4.8,477.0,29592.0,0.542,2,2,0,-0.131,1
43.0,52846.0,4380.0,12.4,768.0,18094.0,0.156,1,1,0,-1.465,0
36.0,35275.0,2964.0,8.0,699.0,5163.0,0.21,0,4,0,1.141,0
42.0,100354.0,8392.0,3.4,505.0,11130.0,0.508,1,5,1,-0.464,1
42.0,106251.0,8847.0,18.8,693.0,11749.0,0.287,0,4,0,0.879,0
53.0,61931.0,5087.0,22.0,702.0,5529.0,0.311,0,3,0,-0.551,0
34.0,75663.0,6208.0,9.1,642.0,5664.0,0.267,2,3,0,0.511,0
22.0,77687.0,6414.0,0.4,602.0,50948.0,0.465,5,2,1,-0.265,0
50.0,103072.0,8668.0,4.6,620.0,77432.0,0.139,1,2,0,-0.623,0
34.0,76322.0,6444.0,12.5,643.0,28182.0,0.424,1,2,0,0.489,0
50.0,30261.0,2562.0,5.4,688.0,5751.0,0.152,2,2,0,-0.794,0
42.0,135877.0,11323.0,1.6,716.0,40257.0,0.143,0,1,1,-1.742,0
37.0,88844.0,7460.0,10.4,515.0,58982.0,0.191,3,1,0,0.72,0
42.0,43731.0,3632.0,15.4,686.0,32664.0,0.287,0,2,0,-0.581,0
59.0,34605.0,2783.0,4.7,697.0,7925.0,0.229,1,1,0,0.283,0
61.0,69027.0,5727.0,8.4,676.0,5036.0,0.223,0,3,0,0.244,0
39.0,48527.0,4014.0,14.8,639.0,13659.0,0.207,1,0,1,0.679,0
40.0,63805.0,5207.0,18.4,769.0,21631.0,0.209,0,1,0,0.899,0
50.0,76851.0,6332.0,14.2,761.0,4016.0,0.207,1,1,1,0.486,0
29.0,42625.0,3562.0,6.9,638.0,23915.0,0.323,2,3,0,0.619,1
42.0,33284.0,2711.0,6.9,658.0,4772.0,0.236,0,2,0,0.91,0
38.0,65428.0,5375.0,12.5,720.0,7287.0,0.033,0,6,0,-0.542,0
41.0,43263.0,3717.0,12.0,756.0,25497.0,0.296,1,4,0,-0.62,0
29.0,58737.0,4738.0,7.4,607.0,36892.0,0.375,1,4,1,0.596,0
21.0,30049.0,2495.0,0.8,587.0,5650.0,0.272,1,4,0,-1.705,0
21.0,49100.0,3996.0,0.3,679.0,30754.0,0.174,1,0,0,-1.269,0
26.0,75873.0,6228.0,0.9,582.0,20722.0,0.375,0,2,0,-1.671,1
33.0,72241.0,5996.0,10.5,529.0,20306.0,0.163,1,2,0,1.107,0
35.0,38574.0,3151.0,0.5,603.0,5471.0,0.268,3,2,1,1.084,1
59.0,32512.0,2740.0,26.7,703.0,7149.0,0.298,1,0,1,0.824,0
50.0,55392.0,4741.0,14.4,776.0,4380.0,0.408,1,3,0,0.045,0
27.0,70796.0,5999.0,0.6,611.0,39219.0,0.358,1,4,0,-0.453,1
42.0,66000.0,5613.0,15.0,659.0,45443.0,0.324,1,3,0,-0.229,0
34.0,43679.0,3539.0,6.5,674.0,3768.0,0.393,0,3,0,0.38,0
35.0,62888.0,5215.0,12.8,621.0,15191.0,0.184,0,4,0,0.694,0
40.0,108136.0,9096.0,4.2,611.0,33485.0,0.458,2,0,0,-1.114,1
45.0,60319.0,5114.0,0.1,683.0,20774.0,0.02,2,0,1,0.714,0
34.0,26375.0,2275.0,1.9,577.0,17623.0,0.443,3,1,0,1.079,1
50.0,60266.0,5130.0,8.0,610.0,4951.0,0.216,3,2,0,0.815,0
25.0,137981.0,11705.0,3.5,648.0,70451.0,0.338,1,4,0,-1.488,1
38.0,30815.0,2703.0,6.6,686.0,13842.0,0.445,1,1,0,0.741,0
67.0,55741.0,4654.0,5.5,557.0,37840.0,0.356,2,1,0,-0.079,1
40.0,49674.0,4116.0,20.1,661.0,13879.0,0.337,1,3,1,1.56,0
54.0,57425.0,4802.0,3.7,571.0,7257.0,0.387,1,0,0,-0.128,0
39.0,60024.0,4910.0,6.7,615.0,8880.0,0.152,2,1,0,1.102,0
44.0,91865.0,7666.0,21.4,726.0,48039.0,0.167,0,2,0,1.464,0
37.0,57139.0,4597.0,11.3,661.0,26245.0,0.327,0,0,0,0.812,0
36.0,97719.0,8057.0,5.2,779.0,48294.0,0.28,0,5,0,-0.549,1
29.0,52164.0,4337.0,9.1,660.0,7972.0,0.269,2,2,0,0.483,0
43.0,46982.0,3990.0,11.4,733.0,3846.0,0.424,1,4,0,-0.806,0
29.0,40699.0,3467.0,0.1,716.0,19327.0,0.415,0,4,0,-0.56,0
45.0,24280.0,1984.0,0.2,659.0,2690.0,0.208,0,1,0,1.163,0
50.0,62267.0,5404.0,28.2,582.0,46528.0,0.344,1,2,0,0.048,1
42.0,138606.0,11585.0,6.2,656.0,90439.0,0.144,1,5,0,-0.139,0
35.0,67595.0,5660.0,12.1,629.0,12503.0,0.141,1,4,0,1.652,0
43.0,74916.0,6041.0,1.0,621.0,37337.0,0.211,2,8,0,1.403,0
35.0,45671.0,3759.0,2.1,672.0,6806.0,0.295,0,3,0,-1.076,0
48.0,49273.0,4192.0,24.2,571.0,37060.0,0.235,5,1,1,0.11,1
21.0,85663.0,7163.0,1.0,599.0,42154.0,0.345,1,3,1,-0.391,0
34.0,135808.0,11342.0,0.7,590.0,39156.0,0.298,4,1,1,-0.24,0
21.0,107438.0,8994.0,0.2,642.0,60197.0,0.411,0,3,0,1.05,1
22.0,79019.0,6395.0,1.1,607.0,4101.0,0.355,0,3,0,0.682,1
53.0,55877.0,4647.0,17.5,620.0,14857.0,0.196,3,4,0,-1.583,0
48.0,60443.0,5179.0,11.3,675.0,13638.0,0.39,1,5,0,1.128,0
30.0,39183.0,3336.0,2.0,630.0,12132.0,0.214,2,0,0,-0.455,0
21.0,28664.0,2383.0,1.4,661.0,3267.0,0.341,1,0,0,0.44,0
21.0,33125.0,2847.0,0.2,582.0,25704.0,0.251,1,2,0,0.691,1
32.0,56246.0,4569.0,3.2,604.0,22550.0,0.432,1,1,0,0.756,0
65.0,48228.0,3941.0,14.5,810.0,33388.0,0.373,2,1,0,-0.562,0
43.0,28391.0,2454.0,3.2,613.0,2687.0,0.231,2,3,0,0.445,0
32.0,54084.0,4559.0,6.4,516.0,36973.0,0.261,2,5,0,0.861,1
43.0,47657.0,3949.0,7.9,688.0,25724.0,0.627,0,1,0,-0.128,0
21.0,32445.0,2701.0,0.6,611.0,18139.0,0.174,2,2,1,-0.452,0
35.0,46561.0,3817.0,5.4,680.0,30486.0,0.228,0,0,0,-1.001,0
39.0,47603.0,3989.0,2.2,655.0,21162.0,0.233,0,1,0,1.808,0
37.0,41673.0,3486.0,14.9,706.0,21899.0,0.184,0,3,0,-1.194,0
47.0,83457.0,6958.0,13.6,660.0,60493.0,0.195,0,4,0,-0.923,0
42.0,23360.0,1902.0,7.0,648.0,3360.0,0.289,2,3,0,0.238,0
45.0,22505.0,1885.0,0.4,741.0,2065.0,0.348,0,2,0,-0.988,0
30.0,55081.0,4542.0,6.2,508.0,43350.0,0.141,4,1,0,1.805,1
48.0,57431.0,4692.0,21.8,578.0,40841.0,0.25,1,4,1,-1.21,1
56.0,65972.0,5637.0,23.3,614.0,28730.0,0.22,2,2,1,0.192,0
27.0,43155.0,3752.0,5.8,544.0,27428.0,0.183,0,0,0,0.929,1
28.0,36389.0,3150.0,1.3,627.0,25889.0,0.4,2,2,0,-1.197,1
53.0,54819.0,4628.0,31.8,635.0,21935.0,0.223,1,2,0,-0.797,0
36.0,45088.0,3737.0,3.4,730.0,5567.0,0.163,0,5,0,0.124,0
53.0,110533.0,9198.0,8.9,658.0,45372.0,0.388,1,3,1,-0.651,0
33.0,47533.0,3993.0,6.7,648.0,14903.0,0.425,0,1,0,0.425,0
54.0,53699.0,4437.0,0.2,633.0,3617.0,0.324,3,4,0,-0.217,0
39.0,167548.0,14331.0,8.6,591.0,128892.0,0.206,0,5,0,0.112,1
41.0,50385.0,4028.0,4.1,724.0,29568.0,0.272,1,0,0,0.685,1
55.0,70641.0,5852.0,26.4,758.0,45165.0,0.234,0,4,0,-0.87,0
34.0,73565.0,6229.0,10.6,580.0,36604.0,0.295,1,2,1,0.008,1
28.0,76437.0,6262.0,4.7,776.0,19253.0,0.372,0,0,0,-0.226,0
33.0,62652.0,5196.0,5.5,616.0,30607.0,0.297,1,1,0,-0.904,1
43.0,60013.0,5060.0,7.1,611.0,33620.0,0.3,1,2,0,0.814,0
21.0,57540.0,4941.0,0.8,694.0,28655.0,0.249,1,2,0,-1.654,1
45.0,42442.0,3445.0,12.7,706.0,6169.0,0.366,0,3,0,-1.355,0
32.0,63677.0,5161.0,6.0,658.0,42037.0,0.337,4,2,0,0.684,1
51.0,137033.0,11203.0,3.5,637.0,37433.0,0.116,2,2,1,-1.407,0
21.0,94835.0,7660.0,0.2,742.0,32960.0,0.122,1,2,0,1.714,0
29.0,63061.0,5101.0,3.4,618.0,29199.0,0.267,1,2,1,-1.466,0
21.0,80839.0,6606.0,0.7,656.0,63315.0,0.397,2,1,0,1.519,1
29.0,37196.0,3176.0,7.5,782.0,10578.0,0.417,0,7,0,0.912,1
41.0,48916.0,4051.0,20.6,577.0,3982.0,0.376,0,0,0,-1.596,0
36.0,84256.0,7026.0,6.9,631.0,65665.0,0.285,1,0,0,0.035,1
35.0,107400.0,8779.0,6.9,735.0,82495.0,0.446,0,3,0,-1.417,0
36.0,38879.0,3281.0,12.4,703.0,7726.0,0.228,1,1,0,-0.825,0
40.0,44244.0,3825.0,6.5,726.0,29722.0,0.266,0,4,1,-0.47,0
27.0,146783.0,12015.0,3.7,569.0,108577.0,0.158,2,4,1,-2.067,0
46.0,57435.0,4951.0,17.5,691.0,3431.0,0.265,0,3,0,-0.718,0
45.0,124942.0,10488.0,6.0,643.0,76972.0,0.214,2,1,0,-0.245,0
42.0,60366.0,5032.0,6.2,822.0,11162.0,0.454,0,2,0,-0.238,0
44.0,61443.0,5161.0,8.6,721.0,41191.0,0.434,1,5,1,-1.42,0
41.0,47936.0,4026.0,12.3,665.0,3150.0,0.306,0,1,0,-0.492,0
60.0,84056.0,7265.0,10.9,685.0,47780.0,0.347,1,4,0,0.177,0
37.0,101325.0,8532.0,3.5,666.0,67136.0,0.24,2,1,0,0.721,1
35.0,34521.0,2908.0,2.2,710.0,2649.0,0.046,0,2,0,2.503,0
30.0,46933.0,3878.0,7.9,604.0,28995.0,0.224,1,2,1,1.109,1
27.0,83023.0,7035.0,5.9,759.0,11546.0,0.375,1,4,0,-0.929,0
24.0,51885.0,4241.0,3.9,569.0,5672.0,0.344,2,8,0,-0.541,1
28.0,44049.0,3679.0,6.8,678.0,32618.0,0.261,2,2,0,0.367,1
37.0,86628.0,7635.0,2.4,603.0,64302.0,0.374,1,3,0,1.267,1
42.0,90368.0,7153.0,2.1,664.0,54750.0,0.253,2,1,1,1.741,0
39.0,44925.0,3761.0,9.3,734.0,32241.0,0.186,2,3,1,-1.731,1
30.0,60515.0,5070.0,5.0,543.0,3784.0,0.374,5,2,1,0.989,0
48.0,31929.0,2649.0,20.4,658.0,13850.0,0.239,1,3,0,-1.29,0
46.0,36758.0,3051.0,5.8,562.0,25868.0,0.403,2,1,1,-0.283,0
36.0,58161.0,4856.0,15.1,648.0,41851.0,0.1,1,2,0,0.975,0
31.0,55783.0,4625.0,3.4,561.0,18144.0,0.243,3,0,0,-0.834,0
44.0,35596.0,2980.0,13.9,678.0,10446.0,0.36,2,3,0,-0.48,0
40.0,39851.0,3289.0,17.3,639.0,22914.0,0.349,2,4,0,1.92,1
22.0,34058.0,2953.0,1.1,713.0,3240.0,0.278,0,1,0,1.613,0
37.0,67499.0,5597.0,13.0,752.0,42888.0,0.329,1,1,0,0.459,1
41.0,22689.0,1912.0,15.6,669.0,5383.0,0.314,0,2,0,-1.852,0
28.0,34887.0,2868.0,6.4,726.0,15392.0,0.151,0,3,0,-1.645,0
40.0,23784.0,2019.0,16.3,765.0,4624.0,0.264,0,3,0,0.128,0
22.0,66413.0,5616.0,0.8,596.0,39899.0,0.323,1,0,1,0.466,1
53.0,24437.0,2054.0,11.9,766.0,18752.0,0.351,0,2,1,0.259,0
52.0,55791.0,4554.0,25.5,670.0,25420.0,0.293,0,2,1,-1.035,0
35.0,115021.0,9441.0,8.8,596.0,87766.0,0.245,1,1,1,-0.06,1
42.0,116790.0,10061.0,13.4,688.0,41058.0,0.167,0,1,0,1.031,0
21.0,24402.0,2002.0,0.4,655.0,6462.0,0.375,2,2,1,-0.163,1
25.0,62904.0,5309.0,1.1,562.0,42709.0,0.364,2,4,0,-0.914,1
35.0,35244.0,2882.0,6.7,586.0,2765.0,0.399,3,3,1,0.083,0
26.0,32150.0,2733.0,6.0,778.0,8387.0,0.192,0,2,0,0.476,0
46.0,52262.0,4295.0,7.5,683.0,29678.0,0.312,1,1,0,-0.361,0
60.0,95590.0,7812.0,10.9,769.0,18323.0,0.231,2,4,1,0.305,0
25.0,72037.0,5918.0,0.7,631.0,51711.0,0.305,1,6,1,-0.182,0
29.0,39866.0,3285.0,4.2,606.0,16410.0,0.591,1,3,0,-1.446,1
41.0,75535.0,6346.0,5.9,545.0,17708.0,0.39,3,2,0,-0.33,0
56.0,20039.0,1672.0,24.5,740.0,6582.0,0.224,0,3,0,1.006,0
25.0,39193.0,3195.0,0.6,689.0,10300.0,0.275,0,2,0,-0.392,0
41.0,37962.0,3162.0,5.1,634.0,21854.0,0.264,1,5,0,2.022,0
58.0,56973.0,4639.0,2.4,606.0,7545.0,0.312,0,1,0,-1.871,0
21.0,50202.0,4237.0,0.0,739.0,34652.0,0.148,2,7,0,0.423,0
24.0,51608.0,4372.0,3.2,649.0,8341.0,0.332,1,6,0,0.594,0
33.0,50841.0,4235.0,12.1,654.0,13313.0,0.088,2,3,1,-1.108,0
32.0,55557.0,4655.0,9.4,623.0,28891.0,0.133,2,1,1,-0.051,0
47.0,70133.0,6049.0,23.3,643.0,22138.0,0.5,0,3,0,-2.215,0
41.0,58823.0,4886.0,1.8,699.0,25443.0,0.264,1,0,1,0.053,0
21.0,48394.0,3957.0,0.9,561.0,23076.0,0.443,1,3,0,-0.445,1
44.0,65899.0,5555.0,11.0,671.0,16097.0,0.219,0,5,0,0.354,0
32.0,79765.0,6497.0,9.0,731.0,35970.0,0.09,2,2,0,0.577,0
52.0,42825.0,3554.0,19.7,664.0,32312.0,0.195,1,2,1,-0.203,0
31.0,53549.0,4409.0,3.9,736.0,2777.0,0.569,0,6,1,-1.159,0
31.0,92776.0,7623.0,2.9,755.0,46126.0,0.159,0,3,0,-1.361,0
44.0,33485.0,2776.0,2.8,725.0,9716.0,0.478,0,1,0,-1.137,0
46.0,123897.0,10511.0,10.9,628.0,86299.0,0.335,2,4,1,0.303,0
43.0,30106.0,2564.0,11.3,663.0,3686.0,0.312,2,1,0,0.28,0
21.0,47083.0,3996.0,1.0,685.0,4495.0,0.225,1,2,0,-2.252,0
44.0,35864.0,3009.0,0.9,628.0,12684.0,0.21,3,4,0,1.818,1
27.0,147216.0,12205.0,3.9,627.0,81750.0,0.356,1,2,0,0.296,0
41.0,43852.0,3482.0,10.8,626.0,2405.0,0.432,1,1,1,-0.497,0
22.0,43902.0,3685.0,0.1,838.0,28906.0,0.32,0,3,0,-0.755,0
43.0,46549.0,3702.0,7.6,645.0,14076.0,0.374,1,3,0,-0.443,0
29.0,57418.0,4601.0,3.9,737.0,42500.0,0.257,0,2,1,1.188,0
24.0,47443.0,3941.0,1.9,600.0,34602.0,0.517,0,2,0,0.8,1
46.0,51807.0,4340.0,6.0,782.0,32269.0,0.324,0,3,0,-0.106,0
41.0,15000.0,1239.0,0.7,634.0,9041.0,0.503,2,0,0,1.007,1
31.0,56433.0,4847.0,3.3,665.0,28251.0,0.203,2,2,1,0.777,0
54.0,55442.0,4663.0,28.4,546.0,35808.0,0.295,4,6,0,-0.199,1
33.0,87767.0,7277.0,10.6,743.0,16111.0,0.407,1,2,0,1.094,0
38.0,99128.0,8490.0,3.3,755.0,65705.0,0.314,1,2,0,1.279,0
41.0,50545.0,4344.0,13.5,584.0,23954.0,0.352,2,1,0,1.17,0
31.0,79411.0,6685.0,10.3,747.0,50544.0,0.202,0,4,0,0.555,0
43.0,33503.0,2749.0,4.0,568.0,14083.0,0.259,5,1,1,0.519,1
32.0,77683.0,6402.0,1.6,705.0,40645.0,0.212,0,0,0,-0.87,0
33.0,42509.0,3440.0,0.3,640.0,13016.0,0.291,1,0,0,-1.942,0
53.0,32273.0,2687.0,5.7,756.0,11886.0,0.281,1,3,0,0.265,0
27.0,50593.0,4128.0,5.3,680.0,16371.0,0.247,0,4,0,-0.235,0
21.0,103291.0,8551.0,0.8,726.0,62537.0,0.363,1,2,0,-0.39,0
56.0,59667.0,4998.0,19.3,756.0,11958.0,0.193,0,0,0,-1.394,0
66.0,107851.0,8631.0,15.4,647.0,80661.0,0.085,0,4,0,0.742,0
34.0,39268.0,3190.0,10.9,663.0,26386.0,0.243,2,3,0,-0.185,0
21.0,88135.0,7270.0,0.2,582.0,61368.0,0.515,0,6,0,-1.035,1
35.0,41012.0,3414.0,2.0,640.0,30164.0,0.351,3,2,0,-0.683,1
35.0,60869.0,5022.0,1.3,796.0,22949.0,0.215,1,3,0,-1.086,0
36.0,60633.0,5025.0,13.5,720.0,43591.0,0.345,0,5,0,-0.32,1
26.0,74070.0,6085.0,4.1,589.0,28374.0,0.287,2,2,0,-0.015,0
